PropertyID,CentralAir,BsmtFullBath,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BsmtHalfBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,Electrical,Heating,HeatingQC
243,Y,0,626,591,0,1217,1,1,0,1,TA,6,Typ,1,TA,SBrkr,GasA,TA
244,Y,1,1222,888,0,2110,2,1,0,1,Gd,8,Typ,2,Fa,SBrkr,GasA,Ex
245,Y,0,1872,0,0,1872,2,0,1,1,TA,6,Typ,1,TA,SBrkr,GasA,Gd
246,N,0,908,1020,0,1928,2,0,0,2,Fa,9,Typ,0,No,FuseP,GasA,Gd
247,Y,0,1375,0,0,1375,1,0,0,1,TA,5,Typ,1,TA,SBrkr,GasA,Ex
248,Y,0,840,828,0,1668,2,1,0,1,Gd,8,Typ,0,No,SBrkr,GasA,Ex
249,Y,0,1444,700,0,2144,2,0,1,1,Gd,7,Typ,2,TA,SBrkr,GasA,Gd
250,Y,0,1306,0,0,1306,1,0,0,1,Fa,6,Mod,0,No,SBrkr,GasA,Ex
251,Y,1,1625,0,0,1625,2,0,1,1,Gd,5,Typ,1,Gd,SBrkr,GasA,Ex
252,Y,0,798,842,0,1640,2,1,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
253,Y,0,1302,0,0,1302,2,0,1,1,Gd,7,Min1,0,No,SBrkr,GasA,Ex
254,Y,1,1314,0,0,1314,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
255,Y,0,1005,1286,0,2291,2,1,0,1,Gd,8,Typ,1,TA,SBrkr,GasA,Ex
256,Y,0,864,864,0,1728,2,1,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Ex
257,Y,1,1604,0,0,1604,2,1,0,1,Gd,8,Typ,1,Gd,SBrkr,GasA,Ex
258,Y,0,963,829,0,1792,2,1,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,Ex
259,Y,0,882,0,0,882,1,0,0,1,TA,4,Typ,0,No,FuseA,GasA,Gd
260,Y,1,1382,0,0,1382,1,0,0,1,TA,6,Typ,1,TA,SBrkr,GasA,TA
261,Y,0,1482,1092,0,2574,2,1,0,1,Ex,10,Typ,1,Gd,SBrkr,GasA,Ex
262,Y,1,1212,0,0,1212,1,0,0,1,TA,6,Typ,1,TA,SBrkr,GasA,TA
263,Y,1,926,0,390,1316,1,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,TA
264,N,0,764,0,0,764,1,0,0,1,TA,4,Typ,0,No,FuseP,GasA,Gd
265,Y,0,1422,0,0,1422,2,0,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,TA
266,Y,1,802,709,0,1511,2,1,0,1,TA,8,Typ,1,TA,SBrkr,GasA,Gd
267,Y,0,1052,720,420,2192,2,1,0,1,Gd,8,Typ,1,Gd,SBrkr,GasA,Ex
268,Y,0,778,0,0,778,1,0,0,1,TA,4,Typ,1,Gd,SBrkr,GasA,Ex
269,Y,1,1113,0,0,1113,1,1,0,1,TA,6,Typ,1,Fa,SBrkr,GasA,TA
270,Y,0,1095,844,0,1939,2,1,0,1,Gd,8,Typ,1,Gd,SBrkr,GasA,Gd
271,Y,1,1363,0,0,1363,1,0,0,1,TA,5,Mod,2,TA,SBrkr,GasA,Ex
272,Y,0,1164,1106,0,2270,2,1,0,1,Gd,9,Typ,1,Gd,SBrkr,GasA,Ex
273,Y,1,1632,0,0,1632,2,0,0,1,TA,6,Min1,1,Gd,SBrkr,GasA,Gd
274,Y,0,816,0,0,816,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
275,N,0,952,596,0,1548,2,1,0,1,Ex,5,Typ,0,No,SBrkr,GasW,Gd
276,Y,0,1560,0,0,1560,2,0,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Ex
277,Y,0,864,0,0,864,1,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,Ex
278,Y,0,2121,0,0,2121,2,1,0,1,Ex,8,Typ,1,Ex,SBrkr,GasA,Ex
279,Y,0,1156,866,0,2022,2,1,0,1,TA,8,Typ,1,TA,SBrkr,GasA,Ex
280,Y,0,1175,807,0,1982,2,1,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,Gd
281,Y,0,1262,0,0,1262,2,0,0,1,Gd,5,Typ,0,No,SBrkr,GasA,Gd
282,Y,1,1314,0,0,1314,2,0,0,1,Gd,6,Typ,1,Gd,SBrkr,GasA,Ex
283,Y,0,1468,0,0,1468,2,0,0,1,Gd,6,Typ,1,Gd,SBrkr,GasA,Ex
284,Y,1,1575,0,0,1575,2,0,0,1,Gd,5,Typ,0,No,SBrkr,GasA,Gd
285,Y,0,625,625,0,1250,2,1,0,1,Gd,5,Typ,0,No,SBrkr,GasA,Ex
286,Y,0,1085,649,0,1734,1,1,0,1,Gd,7,Typ,1,Gd,SBrkr,GasA,TA
287,Y,0,858,0,0,858,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
288,Y,0,900,0,0,900,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
289,Y,0,698,698,0,1396,1,0,0,1,TA,7,Typ,0,No,FuseA,GasA,Ex
290,Y,0,1079,840,0,1919,2,1,0,1,Gd,8,Typ,1,Gd,SBrkr,GasA,Ex
291,N,1,936,780,0,1716,2,0,0,1,Fa,9,Typ,0,No,SBrkr,GasA,Ex
292,Y,0,1148,568,0,1716,1,1,0,1,TA,8,Min2,1,Gd,SBrkr,GasA,Gd
293,Y,1,1468,795,0,2263,2,1,0,1,Gd,9,Typ,1,TA,SBrkr,GasA,Fa
294,Y,1,1644,0,0,1644,1,0,0,1,TA,7,Typ,2,Gd,SBrkr,GasA,TA
295,Y,1,1003,0,0,1003,1,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,TA
296,Y,0,910,648,0,1558,1,1,0,1,TA,6,Typ,0,No,FuseA,GasA,TA
297,Y,0,975,975,0,1950,2,1,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,Ex
298,Y,0,1041,702,0,1743,1,2,1,1,TA,7,Typ,1,Gd,SBrkr,GasA,Gd
299,Y,0,1152,0,0,1152,1,0,1,1,Gd,6,Typ,1,Gd,SBrkr,GasA,Ex
300,Y,1,1336,0,0,1336,1,0,0,1,TA,5,Typ,2,Gd,SBrkr,GasA,TA
301,Y,0,1210,1242,0,2452,2,1,0,1,Gd,9,Typ,1,TA,SBrkr,GasA,Ex
302,Y,0,1541,0,0,1541,2,0,0,1,Gd,6,Typ,1,TA,SBrkr,GasA,Ex
303,Y,1,894,0,0,894,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
304,Y,0,1675,1818,0,3493,3,0,0,1,Gd,10,Typ,1,Ex,SBrkr,GasA,Ex
305,Y,1,2000,0,0,2000,2,0,0,1,Gd,8,Typ,0,No,SBrkr,GasA,Ex
306,Y,1,1122,1121,0,2243,2,1,0,1,Gd,8,Typ,1,TA,SBrkr,GasA,Gd
307,Y,0,1035,371,0,1406,1,0,0,1,Fa,6,Typ,0,No,FuseA,GasA,TA
308,Y,0,861,0,0,861,1,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,Ex
309,Y,1,1944,0,0,1944,2,0,0,1,Ex,8,Typ,3,Ex,SBrkr,GasA,Ex
310,Y,0,697,804,0,1501,2,1,0,1,Gd,6,Typ,1,TA,SBrkr,GasA,Gd
311,Y,1,972,0,0,972,1,0,0,1,TA,5,Typ,1,Gd,SBrkr,GasA,Ex
312,Y,1,793,325,0,1118,1,0,0,1,TA,5,Typ,1,Gd,SBrkr,GasA,TA
313,Y,2,2036,0,0,2036,2,0,0,1,TA,8,Typ,2,Gd,SBrkr,GasW,TA
314,Y,0,832,809,0,1641,1,1,1,1,Ex,6,Typ,1,Gd,SBrkr,GasA,Ex
315,Y,1,716,716,0,1432,2,1,0,1,Gd,6,Typ,1,Gd,SBrkr,GasA,Ex
316,Y,1,1153,1200,0,2353,2,1,0,1,Ex,10,Typ,1,TA,SBrkr,GasA,TA
317,Y,0,1088,871,0,1959,2,1,0,1,Gd,8,Typ,1,Gd,SBrkr,GasA,Ex
318,Y,1,1372,1274,0,2646,2,1,0,1,Gd,9,Typ,1,TA,SBrkr,GasA,Ex
319,Y,1,1472,0,0,1472,2,0,0,1,TA,6,Typ,2,TA,SBrkr,GasA,TA
320,Y,0,1249,1347,0,2596,3,1,0,1,Gd,9,Typ,0,No,SBrkr,GasA,Ex
321,Y,1,1136,1332,0,2468,2,1,0,1,Gd,10,Typ,1,Gd,SBrkr,GasA,Ex
322,Y,1,1553,1177,0,2730,2,1,0,1,Gd,8,Typ,1,TA,SBrkr,GasA,Ex
323,Y,1,1163,0,0,1163,1,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,Ex
324,Y,0,1898,1080,0,2978,2,1,0,1,Gd,11,Typ,1,Gd,SBrkr,GasA,Ex
325,N,0,803,0,0,803,1,0,0,1,TA,5,Typ,0,No,FuseF,GasA,Po
326,Y,2,1719,0,0,1719,1,1,0,1,Gd,6,Typ,2,Gd,SBrkr,GasA,Ex
327,Y,0,1383,0,0,1383,1,1,0,1,TA,7,Typ,0,No,SBrkr,GasA,TA
328,N,0,1445,689,0,2134,2,0,0,1,Gd,10,Typ,0,No,FuseA,GasA,Gd
329,N,0,596,596,0,1192,1,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,TA
330,Y,0,1728,0,0,1728,2,0,1,2,TA,10,Typ,0,No,SBrkr,GasA,TA
331,Y,1,1056,0,0,1056,1,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,Fa
332,Y,1,1629,0,0,1629,2,0,0,1,Gd,7,Typ,1,Gd,SBrkr,GasA,Ex
333,Y,1,1358,0,0,1358,2,0,0,1,Gd,6,Typ,1,Gd,SBrkr,GasA,Ex
334,Y,1,943,695,0,1638,2,1,0,1,TA,7,Typ,2,TA,SBrkr,GasA,Gd
335,Y,2,1619,167,0,1786,2,0,0,1,TA,7,Typ,2,Gd,SBrkr,GasA,Ex
336,Y,1,1922,0,0,1922,2,0,0,1,Gd,8,Typ,1,Gd,SBrkr,GasA,Ex
337,Y,1,1536,0,0,1536,2,0,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Ex
338,Y,1,1621,0,0,1621,2,0,0,1,Gd,8,Typ,0,No,SBrkr,GasA,Ex
339,Y,0,1215,0,0,1215,1,0,0,1,TA,6,Typ,0,No,FuseA,GasA,TA
340,Y,0,993,915,0,1908,2,1,0,1,Gd,9,Typ,0,No,SBrkr,GasA,Ex
341,Y,0,841,0,0,841,1,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,Gd
342,N,0,1040,0,0,1040,2,0,0,2,TA,6,Typ,0,No,FuseA,Wall,Fa
343,Y,0,1684,0,0,1684,2,0,0,1,Ex,6,Typ,1,Ex,SBrkr,GasA,Ex
344,Y,0,536,576,0,1112,1,1,0,1,TA,4,Typ,0,No,SBrkr,GasA,TA
345,Y,0,972,605,0,1577,1,0,0,1,Fa,6,Typ,1,Gd,SBrkr,GasA,Gd
346,Y,0,958,0,0,958,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
347,Y,1,1478,0,0,1478,2,0,0,1,TA,6,Typ,2,Gd,FuseA,GasA,Ex
348,Y,1,764,862,0,1626,2,1,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
349,Y,1,1848,880,0,2728,2,1,0,1,Ex,10,Typ,2,Ex,SBrkr,GasA,Ex
350,Y,0,1869,0,0,1869,2,0,0,1,Ex,6,Typ,1,Gd,SBrkr,GasA,Ex
351,Y,1,1453,0,0,1453,1,1,0,1,Gd,6,Typ,1,TA,SBrkr,GasA,Gd
352,N,0,616,495,0,1111,1,0,1,1,TA,5,Typ,0,No,SBrkr,GasA,TA
353,Y,0,720,0,0,720,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,Gd
354,Y,0,1192,403,0,1595,1,0,0,1,TA,6,Typ,2,Gd,SBrkr,GasA,Ex
355,Y,1,1200,0,0,1200,2,0,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
356,Y,1,1167,0,0,1167,2,0,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Gd
357,Y,1,1142,0,0,1142,1,1,0,1,TA,6,Typ,1,Po,SBrkr,GasA,TA
358,Y,0,1352,0,0,1352,1,0,1,1,Gd,6,Min2,0,No,FuseF,GasA,Ex
359,Y,1,1086,838,0,1924,2,1,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,Ex
360,Y,1,912,0,0,912,1,0,0,1,TA,5,Typ,1,TA,SBrkr,GasA,Ex
361,Y,1,988,517,0,1505,1,0,0,1,TA,8,Typ,0,No,SBrkr,GasA,Gd
362,Y,0,495,1427,0,1922,3,0,0,1,Gd,7,Typ,1,Ex,SBrkr,GasA,Ex
363,Y,0,483,504,0,987,1,1,0,1,Gd,5,Typ,0,No,SBrkr,GasA,Gd
364,Y,1,790,784,0,1574,2,1,0,1,TA,6,Typ,1,TA,SBrkr,GasA,TA
365,Y,0,672,672,0,1344,1,0,0,1,TA,6,Typ,0,No,FuseA,GasA,Gd
366,Y,1,1394,0,0,1394,1,1,0,1,TA,6,Typ,2,Gd,SBrkr,GasA,Gd
367,Y,0,1431,0,0,1431,1,0,1,1,TA,6,Typ,1,Gd,SBrkr,GasA,Gd
368,Y,0,1268,0,0,1268,1,0,0,1,TA,7,Typ,1,Gd,SBrkr,GasA,Gd
369,Y,1,1287,0,0,1287,1,0,0,1,Gd,7,Typ,1,Gd,SBrkr,GasA,Ex
370,Y,0,953,711,0,1664,2,1,0,1,TA,7,Typ,1,TA,SBrkr,GasA,Ex
371,Y,0,1120,468,0,1588,2,0,0,1,TA,7,Min2,1,Gd,SBrkr,GasA,TA
372,Y,1,752,0,0,752,1,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,TA
373,Y,1,1319,0,0,1319,1,0,0,1,TA,5,Min2,0,No,SBrkr,GasA,TA
374,Y,0,847,1081,0,1928,2,1,0,1,Gd,8,Typ,1,Gd,SBrkr,GasA,Ex
375,N,1,904,0,0,904,0,1,0,1,Fa,4,Maj1,0,No,FuseA,GasA,Gd
376,Y,0,914,0,0,914,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,Ex
377,Y,0,1580,886,0,2466,3,0,0,1,Gd,8,Typ,1,Gd,SBrkr,GasA,Ex
378,Y,1,1856,0,0,1856,1,1,0,1,Ex,8,Typ,1,Ex,SBrkr,GasA,Ex
379,Y,0,1007,793,0,1800,2,1,0,1,TA,7,Typ,1,TA,SBrkr,GasA,Ex
380,Y,0,1026,665,0,1691,2,0,0,1,Gd,6,Typ,1,Gd,SBrkr,GasA,TA
381,Y,1,1301,0,0,1301,2,0,0,1,Gd,5,Typ,1,Gd,SBrkr,GasA,Ex
382,Y,0,939,858,0,1797,2,1,0,1,Gd,8,Typ,0,No,SBrkr,GasA,Ex
383,N,0,784,0,0,784,1,0,0,1,TA,5,Typ,0,No,FuseA,GasA,TA
384,Y,1,1079,874,0,1953,2,1,0,1,Gd,9,Typ,2,Fa,SBrkr,GasA,Ex
385,Y,0,1269,0,0,1269,2,0,0,1,Gd,6,Typ,1,TA,SBrkr,GasA,Ex
386,Y,0,658,526,0,1184,1,0,0,1,TA,8,Typ,0,No,SBrkr,GasA,TA
387,Y,1,1125,0,0,1125,1,0,0,1,TA,6,Typ,1,Fa,SBrkr,GasA,Ex
388,Y,0,1479,0,0,1479,2,0,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
389,Y,1,1742,590,0,2332,2,1,0,1,Ex,9,Typ,1,Ex,SBrkr,GasA,Ex
390,Y,1,961,406,0,1367,1,0,0,1,TA,7,Typ,0,No,SBrkr,GasA,Ex
391,Y,1,804,1157,0,1961,2,1,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,Ex
392,Y,0,882,0,0,882,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
393,Y,0,788,0,0,788,1,0,0,1,TA,4,Typ,2,TA,FuseA,GasA,TA
394,Y,0,735,299,0,1034,1,0,0,1,TA,5,Typ,0,No,FuseA,GasA,Gd
395,Y,1,1144,0,0,1144,1,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,TA
396,Y,0,894,0,0,894,1,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,TA
397,Y,0,876,936,0,1812,2,0,0,1,TA,8,Typ,1,TA,SBrkr,GasA,TA
398,Y,0,1077,0,0,1077,1,0,0,1,TA,6,Maj2,0,No,Mix,GasA,Gd
399,Y,1,1112,438,0,1550,2,0,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Ex
400,Y,1,1288,0,0,1288,1,1,0,1,Ex,4,Typ,2,Gd,SBrkr,GasA,Ex
401,Y,0,1310,0,0,1310,2,0,0,1,Gd,6,Typ,1,Gd,SBrkr,GasA,Ex
402,Y,0,672,0,0,672,1,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,Ex
403,Y,0,1165,1098,0,2263,2,1,0,1,Gd,10,Typ,1,TA,SBrkr,GasA,Gd
404,Y,0,806,766,0,1572,2,1,0,1,TA,7,Typ,1,TA,SBrkr,GasA,Gd
405,Y,1,1620,0,0,1620,2,0,0,1,TA,8,Min1,1,TA,SBrkr,GasA,Ex
406,Y,0,1166,0,473,1639,1,0,0,1,TA,6,Maj2,0,No,FuseA,GasA,Ex
407,Y,0,840,840,0,1680,2,0,0,1,TA,8,Typ,0,No,SBrkr,GasA,Ex
408,Y,0,1071,1101,0,2172,2,1,0,1,Gd,9,Typ,1,Gd,SBrkr,GasA,Ex
409,Y,1,1050,1028,0,2078,2,1,0,1,Ex,8,Typ,1,Gd,SBrkr,GasA,Ex
410,Y,0,1276,0,0,1276,1,0,0,1,TA,5,Mod,0,No,FuseA,GasA,TA
411,N,1,1056,0,0,1056,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
412,Y,1,1478,0,0,1478,2,1,0,1,Gd,7,Typ,1,Gd,SBrkr,GasA,Ex
413,Y,0,1028,0,0,1028,1,0,0,1,TA,5,Typ,1,Gd,FuseA,GasA,Gd
414,Y,0,1080,1017,0,2097,2,1,1,1,Gd,9,Typ,1,TA,SBrkr,GasA,Ex
415,Y,0,1340,0,0,1340,2,0,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
416,Y,0,672,728,0,1400,1,1,0,1,TA,6,Typ,1,TA,SBrkr,GasA,TA
417,N,1,1370,1254,0,2624,2,1,0,1,TA,10,Typ,1,Gd,FuseA,GasW,TA
418,N,1,756,378,0,1134,1,1,0,1,TA,7,Typ,0,No,FuseF,GasA,Fa
419,Y,1,1056,0,0,1056,1,0,0,1,TA,6,Typ,1,Fa,SBrkr,GasA,Ex
420,Y,2,1344,0,0,1344,2,0,0,2,TA,8,Typ,0,No,SBrkr,GasA,Ex
421,Y,0,1602,0,0,1602,2,0,1,1,Gd,8,Typ,1,TA,SBrkr,GasA,Gd
422,Y,0,988,0,0,988,1,0,0,1,TA,4,Typ,0,No,FuseA,GasA,Ex
423,Y,1,1470,1160,0,2630,2,1,0,1,Gd,8,Typ,1,TA,SBrkr,GasA,Gd
424,Y,1,1196,0,0,1196,1,0,0,1,TA,6,Typ,1,Gd,FuseA,GasA,Gd
425,Y,0,707,682,0,1389,1,1,0,1,TA,6,Typ,2,Gd,SBrkr,GasA,Gd
426,Y,1,1644,0,0,1644,2,0,1,1,Gd,5,Typ,1,TA,SBrkr,GasA,Gd
427,Y,0,907,0,0,907,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,Ex
428,Y,1,1208,0,0,1208,2,0,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
429,Y,1,1412,0,0,1412,2,0,0,1,Gd,6,Typ,1,TA,SBrkr,GasA,TA
430,Y,0,483,504,0,987,1,1,0,1,TA,4,Typ,0,No,SBrkr,GasA,TA
431,Y,0,1088,110,0,1198,1,0,0,1,TA,7,Typ,0,No,SBrkr,GasA,Gd
432,Y,1,765,600,0,1365,1,1,0,1,TA,6,Min1,0,No,SBrkr,GasA,Ex
433,Y,0,926,678,0,1604,2,1,0,1,TA,7,Typ,1,TA,SBrkr,GasA,Ex
434,Y,1,630,0,0,630,1,0,0,1,TA,3,Typ,0,No,SBrkr,GasA,Gd
435,Y,1,827,834,0,1661,2,1,0,1,Gd,6,Typ,1,TA,SBrkr,GasA,Ex
436,Y,0,734,384,0,1118,1,0,0,1,TA,6,Typ,0,No,FuseA,GasA,TA
437,Y,0,904,0,0,904,1,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,Gd
438,N,0,694,0,0,694,1,0,0,1,Gd,4,Typ,1,Gd,SBrkr,GasA,TA
439,Y,0,684,512,0,1196,1,0,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Gd
440,Y,1,2402,0,0,2402,2,0,0,1,Ex,10,Typ,2,Gd,SBrkr,GasA,Ex
441,N,0,1440,0,0,1440,2,0,0,2,Fa,8,Typ,0,No,FuseF,GasA,TA
442,Y,0,1128,445,0,1573,2,0,0,1,TA,8,Typ,1,Gd,SBrkr,GasA,TA
443,Y,0,1258,0,0,1258,2,0,0,1,Gd,6,Typ,1,Gd,SBrkr,GasA,Ex
444,Y,1,933,975,0,1908,2,1,0,1,Gd,8,Typ,1,TA,SBrkr,GasA,Ex
445,Y,0,1689,0,0,1689,1,0,0,1,TA,7,Typ,1,Gd,SBrkr,GasA,Fa
446,Y,0,1888,0,0,1888,2,1,0,1,Gd,6,Mod,1,Gd,SBrkr,GasA,Ex
447,Y,0,956,930,0,1886,2,1,0,1,Gd,10,Typ,1,TA,SBrkr,GasA,Gd
448,Y,0,780,596,0,1376,2,0,0,1,TA,7,Typ,1,Gd,SBrkr,GasA,TA
449,Y,0,679,504,0,1183,1,1,0,1,TA,6,Typ,0,No,SBrkr,GasA,Ex
450,Y,0,813,0,0,813,1,0,0,1,Gd,5,Typ,0,No,FuseA,GasA,Ex
451,Y,1,1533,0,0,1533,2,0,0,1,Gd,5,Typ,2,TA,SBrkr,GasA,TA
452,Y,1,888,868,0,1756,2,1,0,1,TA,7,Typ,0,No,SBrkr,GasA,Ex
453,Y,0,786,804,0,1590,2,1,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
454,Y,2,1728,0,0,1728,2,0,0,2,TA,8,Typ,0,No,SBrkr,GasA,TA
455,Y,0,1242,0,0,1242,1,1,0,1,TA,6,Typ,1,TA,SBrkr,GasA,Fa
456,N,0,624,720,0,1344,1,0,0,1,TA,7,Typ,0,No,SBrkr,GasA,Fa
457,Y,1,1663,0,0,1663,1,0,0,1,Gd,6,Min1,2,Gd,SBrkr,GasA,Ex
458,Y,0,833,833,0,1666,1,0,0,1,Gd,7,Typ,1,Gd,SBrkr,GasA,Fa
459,Y,1,979,224,0,1203,1,0,0,1,Gd,5,Typ,1,TA,SBrkr,GasA,TA
460,Y,1,832,1103,0,1935,2,1,0,1,TA,8,Typ,0,No,SBrkr,GasA,Ex
461,Y,1,575,560,0,1135,1,0,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
462,Y,0,864,0,0,864,1,0,0,1,TA,5,Typ,1,Po,SBrkr,GasA,Gd
463,Y,0,849,811,0,1660,1,1,0,1,TA,6,Typ,1,Gd,FuseA,GasA,Fa
464,Y,0,1040,0,0,1040,2,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
465,Y,0,1414,0,0,1414,2,0,0,1,Gd,6,Typ,1,TA,SBrkr,GasA,Ex
466,Y,1,1277,0,0,1277,1,0,0,1,TA,5,Typ,1,Po,SBrkr,GasA,TA
467,Y,0,888,756,0,1644,1,1,0,1,Gd,7,Typ,2,Gd,SBrkr,GasA,Ex
468,Y,0,1634,0,0,1634,2,0,0,1,Gd,7,Typ,1,Gd,SBrkr,GasA,Ex
469,Y,0,832,878,0,1710,2,1,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Ex
470,Y,1,1502,0,0,1502,1,1,0,1,Gd,4,Typ,0,No,SBrkr,GasA,TA
471,Y,0,1161,808,0,1969,2,1,0,1,TA,8,Typ,1,Gd,SBrkr,GasA,TA
472,Y,1,1072,0,0,1072,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,Ex
473,Y,1,1976,0,0,1976,2,0,0,1,Gd,7,Typ,1,Ex,SBrkr,GasA,Ex
474,Y,1,1652,0,0,1652,2,0,0,1,Ex,6,Typ,0,No,SBrkr,GasA,Ex
475,Y,1,970,0,0,970,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
476,Y,1,1493,0,0,1493,2,0,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,Ex
477,Y,0,2069,574,0,2643,2,1,0,1,Ex,9,Typ,1,Gd,SBrkr,GasA,Ex
478,Y,1,1718,0,0,1718,2,0,0,1,Gd,7,Typ,1,Gd,SBrkr,GasA,Ex
479,Y,0,1131,0,0,1131,1,0,0,1,TA,7,Typ,0,No,SBrkr,GasA,TA
480,Y,1,1850,0,0,1850,2,0,0,1,Gd,8,Typ,1,Gd,SBrkr,GasA,Ex
481,Y,1,1792,0,0,1792,2,0,0,1,Ex,6,Typ,1,Gd,SBrkr,GasA,Ex
482,Y,1,916,910,0,1826,1,1,0,1,Ex,7,Min2,1,Gd,SBrkr,GasA,Ex
483,Y,1,1216,0,0,1216,2,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,Ex
484,Y,1,999,0,0,999,1,0,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Gd
485,Y,0,1113,0,0,1113,1,0,0,1,Gd,5,Typ,1,Gd,SBrkr,GasA,Gd
486,Y,1,1073,0,0,1073,1,1,0,1,TA,6,Typ,0,No,SBrkr,GasA,TA
